Track,Composer,Milliseconds,Bytes,UnitPrice,Genre,Album,Artist
Until The End Of The World,U2,278700,9132485,0.99,Rock,Achtung Baby,U2
Who's Gonna Ride Your Wild Horses,U2,316551,10304369,0.99,Rock,Achtung Baby,U2
So Cruel,U2,349492,11527614,0.99,Rock,Achtung Baby,U2
The Fly,U2,268982,8825399,0.99,Rock,Achtung Baby,U2
Mysterious Ways,U2,243826,8062057,0.99,Rock,Achtung Baby,U2
Tryin' To Throw Your Arms Around The World,U2,232463,7612124,0.99,Rock,Achtung Baby,U2
Ultraviolet (Light My Way),U2,330788,10754631,0.99,Rock,Achtung Baby,U2
Acrobat,U2,270288,8824723,0.99,Rock,Achtung Baby,U2
Love Is Blindness,U2,263497,8531766,0.99,Rock,Achtung Baby,U2
Beautiful Day,"Adam Clayton, Bono, Larry Mullen, The Edge",248163,8056723,0.99,Rock,All That You Can't Leave Behind,U2
Stuck In A Moment You Can't Get Out Of,"Adam Clayton, Bono, Larry Mullen, The Edge",272378,8997366,0.99,Rock,All That You Can't Leave Behind,U2
Elevation,"Adam Clayton, Bono, Larry Mullen, The Edge",227552,7479414,0.99,Rock,All That You Can't Leave Behind,U2
Walk On,"Adam Clayton, Bono, Larry Mullen, The Edge",296280,9800861,0.99,Rock,All That You Can't Leave Behind,U2
Kite,"Adam Clayton, Bono, Larry Mullen, The Edge",266893,8765761,0.99,Rock,All That You Can't Leave Behind,U2
In A Little While,"Adam Clayton, Bono, Larry Mullen, The Edge",219271,7189647,0.99,Rock,All That You Can't Leave Behind,U2
Wild Honey,"Adam Clayton, Bono, Larry Mullen, The Edge",226768,7466069,0.99,Rock,All That You Can't Leave Behind,U2
Peace On Earth,"Adam Clayton, Bono, Larry Mullen, The Edge",288496,9476171,0.99,Rock,All That You Can't Leave Behind,U2
When I Look At The World,"Adam Clayton, Bono, Larry Mullen, The Edge",257776,8500491,0.99,Rock,All That You Can't Leave Behind,U2
New York,"Adam Clayton, Bono, Larry Mullen, The Edge",330370,10862323,0.99,Rock,All That You Can't Leave Behind,U2
Grace,"Adam Clayton, Bono, Larry Mullen, The Edge",330657,10877148,0.99,Rock,All That You Can't Leave Behind,U2
The Three Sunrises,U2,234788,7717990,0.99,Rock,B-Sides 1980-1990,U2
Spanish Eyes,U2,196702,6392710,0.99,Rock,B-Sides 1980-1990,U2
Sweetest Thing,U2,185103,6154896,0.99,Rock,B-Sides 1980-1990,U2
Love Comes Tumbling,U2,282671,9328802,0.99,Rock,B-Sides 1980-1990,U2
Bass Trap,U2,213289,6834107,0.99,Rock,B-Sides 1980-1990,U2
Dancing Barefoot,Ivan Kral/Patti Smith,287895,9488294,0.99,Rock,B-Sides 1980-1990,U2
Everlasting Love,Buzz Cason/Mac Gayden,202631,6708932,0.99,Rock,B-Sides 1980-1990,U2
Unchained Melody,Alex North/Hy Zaret,294164,9597568,0.99,Rock,B-Sides 1980-1990,U2
Walk To The Water,U2,289253,9523336,0.99,Rock,B-Sides 1980-1990,U2
Luminous Times (Hold On To Love),Brian Eno/U2,277760,9015513,0.99,Rock,B-Sides 1980-1990,U2
Hallelujah Here She Comes,U2,242364,8027028,0.99,Rock,B-Sides 1980-1990,U2
Silver And Gold,Bono,279875,9199746,0.99,Rock,B-Sides 1980-1990,U2
Endless Deep,U2,179879,5899070,0.99,Rock,B-Sides 1980-1990,U2
A Room At The Heartbreak Hotel,U2,274546,9015416,0.99,Rock,B-Sides 1980-1990,U2
"Trash, Trampoline And The Party Girl",U2,153965,5083523,0.99,Rock,B-Sides 1980-1990,U2
Vertigo,"Adam Clayton, Bono, Larry Mullen & The Edge",194612,6329502,0.99,Rock,How To Dismantle An Atomic Bomb,U2
Miracle Drug,"Adam Clayton, Bono, Larry Mullen & The Edge",239124,7760916,0.99,Rock,How To Dismantle An Atomic Bomb,U2
Sometimes You Can't Make It On Your Own,"Adam Clayton, Bono, Larry Mullen & The Edge",308976,10112863,0.99,Rock,How To Dismantle An Atomic Bomb,U2
Love And Peace Or Else,"Adam Clayton, Bono, Larry Mullen & The Edge",290690,9476723,0.99,Rock,How To Dismantle An Atomic Bomb,U2
City Of Blinding Lights,"Adam Clayton, Bono, Larry Mullen & The Edge",347951,11432026,0.99,Rock,How To Dismantle An Atomic Bomb,U2
All Because Of You,"Adam Clayton, Bono, Larry Mullen & The Edge",219141,7198014,0.99,Rock,How To Dismantle An Atomic Bomb,U2
A Man And A Woman,"Adam Clayton, Bono, Larry Mullen & The Edge",270132,8938285,0.99,Rock,How To Dismantle An Atomic Bomb,U2
Crumbs From Your Table,"Adam Clayton, Bono, Larry Mullen & The Edge",303568,9892349,0.99,Rock,How To Dismantle An Atomic Bomb,U2
One Step Closer,"Adam Clayton, Bono, Larry Mullen & The Edge",231680,7512912,0.99,Rock,How To Dismantle An Atomic Bomb,U2
Original Of The Species,"Adam Clayton, Bono, Larry Mullen & The Edge",281443,9230041,0.99,Rock,How To Dismantle An Atomic Bomb,U2
Yahweh,"Adam Clayton, Bono, Larry Mullen & The Edge",262034,8636998,0.99,Rock,How To Dismantle An Atomic Bomb,U2
Discotheque,"Bono, The Edge, Adam Clayton, and Larry Mullen",319582,10442206,0.99,Rock,Pop,U2
Do You Feel Loved,"Bono, The Edge, Adam Clayton, and Larry Mullen",307539,10122694,0.99,Rock,Pop,U2
Mofo,"Bono, The Edge, Adam Clayton, and Larry Mullen",349178,11583042,0.99,Rock,Pop,U2
If God Will Send His Angels,"Bono, The Edge, Adam Clayton, and Larry Mullen",322533,10563329,0.99,Rock,Pop,U2
Staring At The Sun,"Bono, The Edge, Adam Clayton, and Larry Mullen",276924,9082838,0.99,Rock,Pop,U2
Last Night On Earth,"Bono, The Edge, Adam Clayton, and Larry Mullen",285753,9401017,0.99,Rock,Pop,U2
Gone,"Bono, The Edge, Adam Clayton, and Larry Mullen",266866,8746301,0.99,Rock,Pop,U2
Miami,"Bono, The Edge, Adam Clayton, and Larry Mullen",293041,9741603,0.99,Rock,Pop,U2
The Playboy Mansion,"Bono, The Edge, Adam Clayton, and Larry Mullen",280555,9274144,0.99,Rock,Pop,U2
If You Wear That Velvet Dress,"Bono, The Edge, Adam Clayton, and Larry Mullen",315167,10227333,0.99,Rock,Pop,U2
Please,"Bono, The Edge, Adam Clayton, and Larry Mullen",302602,9909484,0.99,Rock,Pop,U2
Wake Up Dead Man,"Bono, The Edge, Adam Clayton, and Larry Mullen",292832,9515903,0.99,Rock,Pop,U2
Helter Skelter,"Lennon, John/McCartney, Paul",187350,6097636,0.99,Rock,Rattle And Hum,U2
Van Diemen's Land,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",186044,5990280,0.99,Rock,Rattle And Hum,U2
Desire,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",179226,5874535,0.99,Rock,Rattle And Hum,U2
Hawkmoon 269,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",382458,12494987,0.99,Rock,Rattle And Hum,U2
All Along The Watchtower,"Dylan, Bob",264568,8623572,0.99,Rock,Rattle And Hum,U2
I Still Haven't Found What I'm Looking for,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",353567,11542247,0.99,Rock,Rattle And Hum,U2
Freedom For My People,"Mabins, Macie/Magee, Sterling/Robinson, Bobby",38164,1249764,0.99,Rock,Rattle And Hum,U2
Silver And Gold,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",349831,11450194,0.99,Rock,Rattle And Hum,U2
Pride (In The Name Of Love),"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",267807,8806361,0.99,Rock,Rattle And Hum,U2
Angel Of Harlem,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",229276,7498022,0.99,Rock,Rattle And Hum,U2
Love Rescue Me,"Bono/Clayton, Adam/Dylan, Bob/Mullen Jr., Larry/The Edge",384522,12508716,0.99,Rock,Rattle And Hum,U2
When Love Comes To Town,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",255869,8340954,0.99,Rock,Rattle And Hum,U2
Heartland,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",303360,9867748,0.99,Rock,Rattle And Hum,U2
God Part II,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",195604,6497570,0.99,Rock,Rattle And Hum,U2
The Star Spangled Banner,"Hendrix, Jimi",43232,1385810,0.99,Rock,Rattle And Hum,U2
Bullet The Blue Sky,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",337005,10993607,0.99,Rock,Rattle And Hum,U2
All I Want Is You,"Bono/Clayton, Adam/Mullen Jr., Larry/The Edge",390243,12729820,0.99,Rock,Rattle And Hum,U2
Pride (In The Name Of Love),U2,230243,7549085,0.99,Rock,The Best Of 1980-1990,U2
New Year's Day,U2,258925,8491818,0.99,Rock,The Best Of 1980-1990,U2
With Or Without You,U2,299023,9765188,0.99,Rock,The Best Of 1980-1990,U2
I Still Haven't Found What I'm Looking For,U2,280764,9306737,0.99,Rock,The Best Of 1980-1990,U2
Sunday Bloody Sunday,U2,282174,9269668,0.99,Rock,The Best Of 1980-1990,U2
Bad,U2,351817,11628058,0.99,Rock,The Best Of 1980-1990,U2
Where The Streets Have No Name,U2,276218,9042305,0.99,Rock,The Best Of 1980-1990,U2
I Will Follow,U2,218253,7184825,0.99,Rock,The Best Of 1980-1990,U2
The Unforgettable Fire,U2,295183,9684664,0.99,Rock,The Best Of 1980-1990,U2
Sweetest Thing,U2 & Daragh O'Toole,183066,6071385,0.99,Rock,The Best Of 1980-1990,U2
Desire,U2,179853,5893206,0.99,Rock,The Best Of 1980-1990,U2
When Love Comes To Town,U2,258194,8479525,0.99,Rock,The Best Of 1980-1990,U2
Angel Of Harlem,U2,230217,7527339,0.99,Rock,The Best Of 1980-1990,U2
All I Want Is You,U2 & Van Dyke Parks,591986,19202252,0.99,Rock,The Best Of 1980-1990,U2
Sunday Bloody Sunday,U2,278204,9140849,0.99,Rock,War,U2
Seconds,U2,191582,6352121,0.99,Rock,War,U2
New Year's Day,U2,336274,11054732,0.99,Rock,War,U2
Like A Song...,U2,287294,9365379,0.99,Rock,War,U2
Drowning Man,U2,254458,8457066,0.99,Rock,War,U2
The Refugee,U2,221283,7374043,0.99,Rock,War,U2
Two Hearts Beat As One,U2,243487,7998323,0.99,Rock,War,U2
Red Light,U2,225854,7453704,0.99,Rock,War,U2
Surrender,U2,333505,11221406,0.99,Rock,War,U2
"""40""",U2,157962,5251767,0.99,Rock,War,U2
Zooropa,U2; Bono,392359,12807979,0.99,Rock,Zooropa,U2
Babyface,U2; Bono,241998,7942573,0.99,Rock,Zooropa,U2
Numb,"U2; Edge, The",260284,8577861,0.99,Rock,Zooropa,U2
Lemon,U2; Bono,418324,13988878,0.99,Rock,Zooropa,U2
"Stay (Faraway, So Close!)",U2; Bono,298475,9785480,0.99,Rock,Zooropa,U2
Daddy's Gonna Pay For Your Crashed Car,U2; Bono,320287,10609581,0.99,Rock,Zooropa,U2
Some Days Are Better Than Others,U2; Bono,257436,8417690,0.99,Rock,Zooropa,U2
The First Time,U2; Bono,225697,7247651,0.99,Rock,Zooropa,U2
Dirty Day,"U2; Bono & Edge, The",324440,10652877,0.99,Rock,Zooropa,U2
The Wanderer,U2; Bono,283951,9258717,0.99,Rock,Zooropa,U2
Breakfast In Bed,,196179,6513325,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Where Did I Go Wrong,,226742,7485054,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
I Would Do For You,,334524,11193602,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Homely Girl,,203833,6790788,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Here I Am (Come And Take Me),,242102,8106249,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Kingston Town,,226951,7638236,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Wear You To The Ball,,213342,7159527,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
(I Can't Help) Falling In Love With You,,207568,6905623,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Higher Ground,,260179,8665244,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Bring Me Your Cup,,341498,11346114,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
C'est La Vie,,270053,9031661,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Reggae Music,,245106,8203931,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Superstition,,319582,10728099,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Until My Dying Day,,235807,7886195,0.99,Reggae,UB40 The Best Of - Volume Two [UK],UB40
Where Have All The Good Times Gone?,Ray Davies,186723,6063937,0.99,Rock,Diver Down,Van Halen
Hang 'Em High,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,210259,6872314,0.99,Rock,Diver Down,Van Halen
Cathedral,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,82860,2650998,0.99,Rock,Diver Down,Van Halen
Secrets,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,206968,6803255,0.99,Rock,Diver Down,Van Halen
Intruder,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,100153,3282142,0.99,Rock,Diver Down,Van Halen
(Oh) Pretty Woman,Bill Dees/Roy Orbison,174680,5665828,0.99,Rock,Diver Down,Van Halen
Dancing In The Street,Ivy Jo Hunter/Marvin Gaye/William Stevenson,225985,7461499,0.99,Rock,Diver Down,Van Halen
Little Guitars (Intro),Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,42240,1439530,0.99,Rock,Diver Down,Van Halen
Little Guitars,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,228806,7453043,0.99,Rock,Diver Down,Van Halen
Big Bad Bill (Is Sweet William Now),Jack Yellen/Milton Ager,165146,5489609,0.99,Rock,Diver Down,Van Halen
The Full Bug,Alex Van Halen/David Lee Roth/Edward Van Halen/Michael Anthony,201116,6551013,0.99,Rock,Diver Down,Van Halen
Happy Trails,Dale Evans,65488,2111141,0.99,Rock,Diver Down,Van Halen
Eruption,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",102164,3272891,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Ain't Talkin' 'bout Love,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",228336,7569506,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",215902,7061901,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Dance the Night Away,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",185965,6087433,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
And the Cradle Will Rock...,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",213968,7011402,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Unchained,"Edward Van Halen, Alex Van Halen, David Lee Roth, Michael Anthony",208953,6777078,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Jump,"Edward Van Halen, Alex Van Halen, David Lee Roth",241711,7911090,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Panama,"Edward Van Halen, Alex Van Halen, David Lee Roth",211853,6921784,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Why Can't This Be Love,Van Halen,227761,7457655,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Dreams,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",291813,9504119,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
When It's Love,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",338991,11049966,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Poundcake,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",321854,10366978,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Right Now,Van Halen,321828,10503352,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Can't Stop Loving You,Van Halen,248502,8107896,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Humans Being,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, Sammy Hagar",308950,10014683,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Can't Get This Stuff No More,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",315376,10355753,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Me Wise Magic,"Edward Van Halen, Alex Van Halen, Michael Anthony,/Edward Van Halen, Alex Van Halen, Michael Anthony, David Lee Roth",366053,12013467,0.99,Rock,"The Best Of Van Halen, Vol. I",Van Halen
Runnin' With The Devil,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",216032,7056863,0.99,Rock,Van Halen,Van Halen
Eruption,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",102556,3286026,0.99,Rock,Van Halen,Van Halen
You Really Got Me,Ray Davies,158589,5194092,0.99,Rock,Van Halen,Van Halen
Ain't Talkin' 'Bout Love,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",230060,7617284,0.99,Rock,Van Halen,Van Halen
I'm The One,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",226507,7373922,0.99,Rock,Van Halen,Van Halen
Jamie's Cryin',"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",210546,6946086,0.99,Rock,Van Halen,Van Halen
Atomic Punk,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",182073,5908861,0.99,Rock,Van Halen,Van Halen
Feel Your Love Tonight,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",222850,7293608,0.99,Rock,Van Halen,Van Halen
Little Dreamer,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",203258,6648122,0.99,Rock,Van Halen,Van Halen
Ice Cream Man,John Brim,200306,6573145,0.99,Rock,Van Halen,Van Halen
On Fire,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",180636,5879235,0.99,Rock,Van Halen,Van Halen
Neworld,Van Halen,105639,3495897,0.99,Rock,Van Halen III,Van Halen
Without You,Van Halen,390295,12619558,0.99,Rock,Van Halen III,Van Halen
One I Want,Van Halen,330788,10743970,0.99,Rock,Van Halen III,Van Halen
From Afar,Van Halen,324414,10524554,0.99,Rock,Van Halen III,Van Halen
Dirty Water Dog,Van Halen,327392,10709202,0.99,Rock,Van Halen III,Van Halen
Once,Van Halen,462837,15378082,0.99,Rock,Van Halen III,Van Halen
Fire in the Hole,Van Halen,331728,10846768,0.99,Rock,Van Halen III,Van Halen
Josephina,Van Halen,342491,11161521,0.99,Rock,Van Halen III,Van Halen
Year to the Day,Van Halen,514612,16621333,0.99,Rock,Van Halen III,Van Halen
Primary,Van Halen,86987,2812555,0.99,Rock,Van Halen III,Van Halen
Ballot or the Bullet,Van Halen,342282,11212955,0.99,Rock,Van Halen III,Van Halen
How Many Say I,Van Halen,363937,11716855,0.99,Rock,Van Halen III,Van Halen
Sucker Train Blues,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",267859,8738780,0.99,Rock,Contraband,Velvet Revolver
Do It For The Kids,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",235911,7693331,0.99,Rock,Contraband,Velvet Revolver
Big Machine,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",265613,8673442,0.99,Rock,Contraband,Velvet Revolver
Illegal I Song,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",257750,8483347,0.99,Rock,Contraband,Velvet Revolver
Spectacle,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",221701,7252876,0.99,Rock,Contraband,Velvet Revolver
Fall To Pieces,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",270889,8823096,0.99,Rock,Contraband,Velvet Revolver
Headspace,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",223033,7237986,0.99,Rock,Contraband,Velvet Revolver
Superhuman,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",255921,8365328,0.99,Rock,Contraband,Velvet Revolver
Set Me Free,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",247954,8053388,0.99,Rock,Contraband,Velvet Revolver
You Got No Right,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",335412,10991094,0.99,Rock,Contraband,Velvet Revolver
Slither,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",248398,8118785,0.99,Rock,Contraband,Velvet Revolver
Dirty Little Thing,"Dave Kushner, Duff, Keith Nelson, Matt Sorum, Scott Weiland & Slash",237844,7732982,0.99,Rock,Contraband,Velvet Revolver
Loving The Alien,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",348786,11412762,0.99,Rock,Contraband,Velvet Revolver
Pela Luz Dos Olhos Teus,,119196,3905715,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
A Bencao E Outros,,421093,14234427,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Tudo Na Mais Santa Paz,,222406,7426757,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
O Velho E Aflor,,275121,9126828,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Cotidiano N 2,,55902,1805797,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Adeus,,221884,7259351,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Samba Pra Endrigo,,259265,8823551,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
So Por Amor,,236591,7745764,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Meu Pranto Rolou,,181760,6003345,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Mulher Carioca,,191686,6395048,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Um Homem Chamado Alfredo,,151640,4976227,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Samba Do Jato,,220813,7357840,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
"Oi, La",,167053,5562700,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
"Vinicius, Poeta Do Encontro",,336431,10858776,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Soneto Da Separacao,,193880,6277511,0.99,Latin,Vinicius De Moraes,Vinícius De Moraes
Faixa Amarela,Beto Gogo/Jessé Pai/Luiz Carlos/Zeca Pagodinho,240692,8082036,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Posso Até Me Apaixonar,Dudu Nobre,200698,6735526,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Não Sou Mais Disso,Jorge Aragão/Zeca Pagodinho,225985,7613817,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Vivo Isolado Do Mundo,Alcides Dias Lopes,180035,6073995,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Coração Em Desalinho,Mauro Diniz/Ratino Sigem,185208,6225948,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Seu Balancê,Paulinho Rezende/Toninho Geraes,219454,7311219,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Vai Adiar,Alcino Corrêa/Monarco,270393,9134882,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Rugas,Augusto Garcez/Nelson Cavaquinho,140930,4703182,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Feirinha da Pavuna/Luz do Repente/Bagaço da Laranja,"Arlindo Cruz/Franco/Marquinhos PQD/Negro, Jovelina Pérolo/Zeca Pagodinho",107206,3593684,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Sem Essa de Malandro Agulha,Aldir Blanc/Jayme Vignoli,158484,5332668,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Chico Não Vai na Corimba,Dudu Nobre/Zeca Pagodinho,269374,9122188,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Papel Principal,Almir Guineto/Dedé Paraiso/Luverci Ernesto,217495,7325302,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Saudade Louca,Acyr Marques/Arlindo Cruz/Franco,243591,8136475,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Camarão que Dorme e Onda Leva,"Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",299102,10012231,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Sapopemba e Maxambomba,Nei Lopes/Wilson Moreira,245394,8268712,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Minha Fé,Murilão,206994,6981474,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Lua de Ogum,Ratinho/Zeca Pagodinho,168463,5719129,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Samba pras moças,Grazielle/Roque Ferreira,152816,5121366,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
Verdade,Carlinhos Santana/Nelson Rufino,332826,11120708,0.99,Latin,Ao Vivo [IMPORT],Zeca Pagodinho
The Office: An American Workplace (Pilot),,1380833,290482361,1.99,TV Shows,"The Office, Season 1",The Office
Diversity Day,,1306416,257879716,1.99,TV Shows,"The Office, Season 1",The Office
Health Care,,1321791,260493577,1.99,TV Shows,"The Office, Season 1",The Office
The Alliance,,1317125,266203162,1.99,TV Shows,"The Office, Season 1",The Office
Basketball,,1323541,267464180,1.99,TV Shows,"The Office, Season 1",The Office
Hot Girl,,1325458,267836576,1.99,TV Shows,"The Office, Season 1",The Office
The Dundies,,1253541,246845576,1.99,TV Shows,"The Office, Season 2",The Office
Sexual Harassment,,1294541,273069146,1.99,TV Shows,"The Office, Season 2",The Office
Office Olympics,,1290458,256247623,1.99,TV Shows,"The Office, Season 2",The Office
The Fire,,1288166,266856017,1.99,TV Shows,"The Office, Season 2",The Office
Halloween,,1315333,249205209,1.99,TV Shows,"The Office, Season 2",The Office
The Fight,,1320028,277149457,1.99,TV Shows,"The Office, Season 2",The Office
The Client,,1299341,253836788,1.99,TV Shows,"The Office, Season 2",The Office
Performance Review,,1292458,256143822,1.99,TV Shows,"The Office, Season 2",The Office
Email Surveillance,,1328870,265101113,1.99,TV Shows,"The Office, Season 2",The Office
Christmas Party,,1282115,260891300,1.99,TV Shows,"The Office, Season 2",The Office
Booze Cruise,,1267958,252518021,1.99,TV Shows,"The Office, Season 2",The Office
The Injury,,1275275,253912762,1.99,TV Shows,"The Office, Season 2",The Office
The Secret,,1264875,253143200,1.99,TV Shows,"The Office, Season 2",The Office
The Carpet,,1264375,256477011,1.99,TV Shows,"The Office, Season 2",The Office
Boys and Girls,,1278333,255245729,1.99,TV Shows,"The Office, Season 2",The Office
Valentine's Day,,1270375,253552710,1.99,TV Shows,"The Office, Season 2",The Office
Dwight's Speech,,1278041,255001728,1.99,TV Shows,"The Office, Season 2",The Office
Take Your Daughter to Work Day,,1268333,253451012,1.99,TV Shows,"The Office, Season 2",The Office
Michael's Birthday,,1237791,247238398,1.99,TV Shows,"The Office, Season 2",The Office
Drug Testing,,1278625,244626927,1.99,TV Shows,"The Office, Season 2",The Office
Conflict Resolution,,1274583,253808658,1.99,TV Shows,"The Office, Season 2",The Office
Casino Night - Season Finale,,1712791,327642458,1.99,TV Shows,"The Office, Season 2",The Office
Gay Witch Hunt,,1326534,276942637,1.99,TV Shows,"The Office, Season 3",The Office
