Survived,Pclass,Age,Fare,male,C,Q,S,SibSp_0,SibSp_1,SibSp_2,SibSp_3,SibSp_4,SibSp_5,SibSp_8,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
0,3,41.0,14.1083,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,2,21.0,11.5,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,48.0,25.9292,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,69.55,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,2,24.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,42.0,13.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,27.0,13.8583,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,31.0,50.4958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,9.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,3,4.0,11.1333,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,3,26.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,47.0,52.5542,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,1,33.0,5.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,47.0,9.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,2,28.0,24.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1,3,15.0,7.225,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,20.0,9.8458,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,19.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,56.0,83.1583,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2,25.0,26.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,3,33.0,7.8958,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,22.0,10.5167,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2,28.0,10.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,7.05,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,39.0,29.125,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,2,27.0,13.0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,1,19.0,30.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,25.0,23.45,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,1,26.0,30.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,3,32.0,7.75,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
